Year,Month,F.L(cm),B.W(g),Mat.
2024,1,32.1,400.64,2
2024,1,32.1,397.2,2
2024,1,31.5,384.79,2
2024,2,39,784.77,2
2024,2,40.5,836.27,2
2024,2,38,718.04,2
2024,2,38.1,823.53,2
2024,2,37.1,699.41,2
2024,2,34.3,498.88,2
2024,2,34.5,457.49,2
2024,2,35.5,543.06,2
2024,2,34.3,496.75,2
2024,2,32.9,417.79,2
2024,2,34.2,471.18,2
2024,2,33.1,422.21,2
2024,2,35,488.88,2
2024,2,32.2,414.48,2
2024,2,34,457.69,2
2024,2,31.7,353.15,2
2024,2,37.9,698.73,2
2024,2,33,415.56,2
2024,3,36.9,855.42,2
2024,3,36.8,848.82,2
2024,3,40,961.06,2
2024,3,37.7,841.68,2
2024,3,37.3,808.17,2
2024,3,38.7,1069.07,2
2024,3,36.8,838.88,2
2024,3,33.1,500.15,2
2024,3,32.8,563.37,2
2024,3,33.7,519.57,2
2024,3,32.1,510.56,2
2024,3,32.3,478.76,2
2024,3,31.3,517.76,2
2024,3,31,483.16,2
2024,3,30,371.33,2
2024,3,29.3,392.92,2
2024,3,30.1,423.54,2
2024,3,29.6,385.9,2
2024,3,29.3,410.83,2
2024,3,26.6,221.22,2
2024,3,26.6,244.14,2
2024,3,27.2,273.42,2
2024,4,28.8,394.13,2
2005,3,28.5,265.8,3
2005,4,38.5,754.9,3
2005,4,38,818,3
2005,4,38.5,761.1,3
2005,4,38.3,763.9,3
2005,4,34.6,569.1,3
2005,4,34,552.3,3
2005,4,32.8,532,3
2005,5,31.5,462.8,3
2005,6,34.4,522.9,3
2005,6,32,435.1,3
2005,6,31.5,434.7,3
2005,6,32.2,410,3
2007,1,41.4,1078.7,3
2007,1,40.1,1165.6,3
2007,2,33.2,505.6,3
2007,2,34.5,573.4,3
2007,2,35,619.9,3
2007,2,36.3,686.1,3
2007,2,35,649.1,3
2007,2,34.6,622.1,3
2007,2,36.9,709.3,3
2007,2,33.6,572.1,3
2007,2,35,662.2,3
2007,2,32.6,542.9,3
2007,2,32.6,419.5,3
2007,2,36.2,635.3,3
2007,2,32,445.7,3
2007,3,38.7,821.3,3
2007,3,32.6,494.4,3
2007,4,43.2,1248.7,3
2007,4,42.2,1241.6,3
2007,4,39.9,1048.6,3
2007,4,40.9,1084.9,3
2007,4,39.7,1007.2,3
2007,4,42.7,1201.7,3
2007,4,40.1,1024.4,3
2007,4,39.2,1048.5,3
2007,4,40.4,1048.1,3
2007,4,42.2,1283.8,3
2007,4,38.6,942.1,3
2007,4,38.6,850.7,3
2007,4,39.1,948.4,3
2007,4,37.8,913.6,3
2007,4,37.7,766.1,3
2007,4,38.5,902.4,3
2007,4,40.1,1017.6,3
2007,4,38.8,931.9,3
2007,4,36.3,679.2,3
2007,4,33.6,604.6,3
2007,4,33.3,542.7,3
2007,4,32.2,495.2,3
2007,4,33.1,555.5,3
2007,4,34.5,608.8,3
2007,4,32.7,509.5,3
2007,4,37.9,756.3,3
2007,4,32.4,474.8,3
2007,4,35.2,650.9,3
2007,4,36.6,729.8,3
2007,4,36.1,733.3,3
2007,4,31.9,513.8,3
2007,4,33.2,568.5,3
2007,4,33.5,565.1,3
2007,4,30.6,305.1,3
2007,4,28.5,298.2,3
2007,4,28.1,336.8,3
2007,4,29,345.2,3
2007,4,29.5,373.5,3
2007,4,29.4,336.8,3
2007,4,29.1,348.3,3
2007,4,30,370.7,3
2007,4,29.9,409.5,3
2007,4,29.9,377.7,3
2007,4,30.3,381.4,3
2007,6,30.7,441.3,3
2007,6,30.7,430,3
2008,2,36.9,730.3,3
2008,2,34.7,616.9,3
2008,3,37.6,674.2,3
2008,3,33.3,507.5,3
2008,3,33,466.5,3
2008,3,34,526.5,3
2008,3,33.5,518.9,3
2008,3,30.5,398.1,3
2008,3,30.9,372.4,3
2008,3,29.9,354.8,3
2008,4,37.8,711.6,3
2008,4,37.7,721.9,3
2008,4,37.5,778,3
2008,4,35.8,669.1,3
2008,4,36.7,810.5,3
2008,4,37.5,753,3
2008,4,34.6,584.5,3
2008,4,36.5,696.3,3
2008,4,37.4,761.9,3
2008,4,37.3,724.1,3
2008,4,36.3,680.2,3
2008,4,39.2,953.4,3
2008,4,38.2,738.2,3
2008,4,39,896.9,3
2008,4,37.7,761.4,3
2008,4,36.3,704.1,3
2008,4,36.7,768.8,3
2008,4,30.2,362.4,3
2008,4,33.5,524.2,3
2008,4,31.8,468.5,3
2008,4,30.6,368.3,3
2008,4,31.6,489.4,3
2008,4,32.5,500.3,3
2008,4,33,500.6,3
2008,4,30.6,427.8,3
2008,4,30.6,411.1,3
2008,4,32.8,456,3
2008,4,32.7,469.3,3
2008,4,33.4,522.5,3
2008,4,33.2,527.2,3
2008,4,33,471.1,3
2008,4,31.1,434.7,3
2008,5,34.2,572.1,3
2008,5,34.2,627.6,3
2008,5,32.1,478.5,3
2008,5,31.6,453,3
2008,6,35.4,657.7,3
2008,6,34,594.8,3
2008,6,34.7,609.8,3
2008,6,34.8,630.3,3
2008,6,33.7,582.8,3
2008,6,32.4,532.9,3
2008,6,32.4,518.3,3
2008,6,31.3,465.8,3
2008,6,30.2,448.3,3
2008,6,32.4,517.3,3
2008,6,31.9,478.6,3
2008,6,33.1,481.2,3
2009,3,33.2,531.5,3
2009,3,34.1,520.7,3
2009,3,31.5,452.6,3
2009,3,30.5,360.2,3
2009,4,36,684.9,3
2009,4,34.6,566.2,3
2009,4,35.2,677.3,3
2009,4,34.5,619.5,3
2009,5,37.4,829,3
2009,5,38.1,924.2,3
2009,5,39.9,965.2,3
2009,5,37,780.4,3
2009,5,36.9,754.6,3
2009,5,35,666.5,3
2009,5,37.7,862.4,3
2009,5,35.2,646.6,3
2009,5,36.3,654.3,3
2009,5,34.5,590.7,3
2009,5,34.3,525.9,3
2009,5,38.9,848,3
2009,5,39.2,942.4,3
2009,5,31.6,512.3,3
2009,5,28.9,319.7,3
2009,5,28,285.7,3
2009,5,27.9,301.8,3
2009,5,28.4,269,3
2009,5,29.7,339.8,3
2009,5,29,302,3
2009,5,27.9,269.5,3
2009,5,29.1,323.7,3
2009,5,28.6,343.6,3
2009,5,29.4,349.4,3
2009,6,35.2,653.8,3
2009,6,31.7,696.6,3
2009,6,33.3,524.9,3
2009,6,32.5,534.3,3
2009,6,34.1,557.8,3
2009,6,34.6,577.5,3
2009,6,33,473.4,3
2009,6,33.5,556.3,3
2009,6,32.5,500,3
2009,6,32.4,472.4,3
2009,6,32,422.2,3
2009,6,29.3,361.4,3
2009,6,32,468.1,3
2009,6,30,363.7,3
2009,6,32,482,3
2009,6,30,418.1,3
2009,6,29.9,375.2,3
2009,6,31.2,450.4,3
2009,6,30.7,428.5,3
2009,6,28.5,303.7,3
2009,6,31.8,494.5,3
2009,6,34.5,806.6,3
2009,6,33.5,539.8,3
2009,6,34,599.7,3
2009,7,33.4,516.6,3
2009,7,32.5,514.8,3
2009,7,33.2,503.3,3
2009,7,29.7,326.2,3
2009,7,29.8,332.4,3
2009,7,29.6,293.1,3
2009,8,40.1,912.4,3
2009,8,33.3,537.6,3
2009,8,34,550.8,3
2010,1,38,860.1,3
2010,1,41.7,1121,3
2010,2,38.8,807.5,3
2010,2,37.4,726.7,3
2010,2,35,601.3,3
2010,2,38.8,782.9,3
2010,2,35.9,585.7,3
2010,2,30,358.8,3
2010,3,36.4,632.5,3
2010,3,36.2,669,3
2010,3,35.5,664.6,3
2010,3,36.9,607.5,3
2010,3,36.4,674.1,3
2010,3,38.6,809,3
2010,3,36.5,683.9,3
2010,3,36.9,680.9,3
2010,3,34.4,564.6,3
2010,3,36.1,646.4,3
2010,3,35.4,630,3
2010,3,33.4,516.1,3
2010,3,34.8,576,3
2010,3,35.1,536.9,3
2010,3,35.6,586,3
2010,3,33.8,533.1,3
2010,3,35,537.1,3
2010,3,33.5,493.1,3
2010,3,34,511.5,3
2010,4,37.4,768.3,3
2010,4,35.5,653.3,3
2010,4,36.2,619.2,3
2010,4,37.3,757.6,3
2010,4,37.3,786.2,3
2010,4,37,715,3
2010,4,34.6,572.6,3
2010,4,35,552.6,3
2010,4,35.2,599.4,3
2010,4,34.8,569.8,3
2010,4,37.3,755.9,3
2010,4,37.5,709,3
2010,4,36.6,665.6,3
2010,4,37.6,710.5,3
2010,4,33.2,437.4,3
2010,5,35.5,561.42,3
2010,5,35.1,629.19,3
2010,5,33.5,540.62,3
2010,5,35.3,577.64,3
2010,6,36.1,705.2,3
2010,6,34,639.8,3
2010,6,35,627.9,3
2010,6,33.8,535.5,3
2010,6,35.2,585.4,3
2010,6,34,591.6,3
2010,6,33,551.7,3
2010,6,33.9,523.3,3
2010,6,31.5,421.7,3
2010,6,31.5,388.5,3
2010,6,31.5,416.4,3
2010,6,31.5,417.5,3
2010,6,31.5,447,3
2010,6,31,374.3,3
2010,6,29.2,302.4,3
2010,6,26.9,240.3,3
2010,7,33.7,496.5,3
2010,7,33.5,596.1,3
2010,7,35.2,638.2,3
2010,7,33.2,570,3
2010,7,33.7,552.3,3
2010,7,33.2,453.9,3
2010,7,31.2,481.6,3
2010,7,28.2,292.8,3
2010,7,30.4,366.3,3
2010,7,31.4,424,3
2010,12,35,725.2,3
2010,12,35.4,744.7,3
2011,1,36.5,728.7,3
2011,1,37,772.1,3
2011,2,35.7,583.5,3
2011,2,35.5,668.4,3
2011,2,34.7,566.6,3
2011,2,35.9,607.9,3
2011,2,37.5,753.7,3
2011,2,34.7,579.1,3
2011,2,35.7,622.7,3
2011,2,33.7,535.8,3
2011,2,39.2,917.1,3
2011,3,32.1,406.9,3
2011,3,37.3,696.2,3
2011,3,38.2,725.5,3
2011,3,38.2,746,3
2011,3,37.5,705.4,3
2011,3,39.8,644.4,3
2011,3,36.8,656.9,3
2011,3,34.7,632.7,3
2011,3,34.8,549.6,3
2011,3,34.8,585.2,3
2011,3,34.8,520.1,3
2011,3,32,447.9,3
2011,4,30.6,375.9,3
2011,4,32.5,407.6,3
2011,4,31.3,355.6,3
2011,5,39,887.7,3
2011,5,35.3,816.4,3
2011,5,39,974,3
2011,5,37,782.1,3
2011,5,35.3,638.6,3
2011,5,34.9,581.5,3
2011,5,37.5,769.4,3
2011,5,33.2,428.9,3
2011,5,30.7,419.3,3
2011,5,29.5,339.3,3
2011,5,30.7,335.6,3
2011,6,34.2,568.3,3
2011,6,30.2,582.5,3
2011,6,32.5,485.8,3
2011,6,34.2,579.1,3
2011,6,34,527.1,3
2011,6,32.3,494.6,3
2011,6,32.4,463.8,3
2011,6,33.5,599.8,3
2011,6,31.6,477,3
2011,6,32.5,480.8,3
2011,6,29.8,420.9,3
2011,6,31.2,485.8,3
2011,6,30.5,412.3,3
2011,6,30.2,401.5,3
2011,6,32,451.7,3
2011,6,30,367.3,3
2011,6,29.8,384.7,3
2011,6,30.6,337.1,3
2011,6,32.2,432.9,3
2011,6,31.2,405.8,3
2011,6,31.9,401.1,3
2011,6,29.8,363.4,3
2011,6,31.3,409,3
2011,6,28.8,351.7,3
2011,6,28.2,329.8,3
2011,6,29.8,366.9,3
2011,6,30,357.9,3
2011,6,30.2,367.2,3
2011,6,30.8,384,3
2011,6,30.7,374.7,3
2011,6,29.6,324.5,3
2011,6,26.8,336.2,3
2011,7,36.4,659.8,3
2011,7,34.9,726.3,3
2011,7,32,511.6,3
2012,3,29,281.4,3
2012,3,29.4,306.4,3
2012,4,36.4,637.5,3
2012,4,36.6,694.1,3
2012,4,34.3,596.3,3
2012,4,36.2,686.1,3
2012,4,36.6,696.6,3
2012,4,35,647,3
2012,5,35,677.4,3
2012,5,33.2,569.1,3
2012,5,35.6,667.7,3
2012,5,33,610,3
2012,5,37.5,783.5,3
2012,5,33.4,612.4,3
2012,5,36.7,648.9,3
2012,5,32.2,525.5,3
2012,5,34.7,639.4,3
2012,5,34.7,588.2,3
2012,5,33.5,614.4,3
2012,5,33.4,608.2,3
2012,5,31.8,481.7,3
2012,5,32.4,509.4,3
2012,5,33.7,553.8,3
2012,5,32.6,503.9,3
2012,5,31.8,522,3
2012,5,33.1,533.6,3
2012,5,33.7,572.3,3
2012,5,32.7,554.7,3
2012,5,32.6,533.1,3
2012,5,32,520.7,3
2012,5,35,597.6,3
2012,5,31.9,487.1,3
2012,5,33.2,531,3
2012,5,32,488.2,3
2012,5,32,553.6,3
2012,5,33.7,550,3
2012,5,31.5,459.7,3
2012,5,33.2,561.9,3
2012,5,33.2,509.2,3
2012,6,34.3,630.7,3
2013,2,34.7,592,3
2013,3,36.2,680.8,3
2013,3,35,603.6,3
2013,3,35.4,694.8,3
2013,3,36.4,632.2,3
2013,3,37,761.1,3
2013,3,35.9,610.5,3
2013,3,36.3,432.9,3
2013,3,32,420.1,3
2013,3,30,349,3
2013,4,37.8,722.8,3
2013,4,37.8,722.5,3
2013,4,35.8,685.9,3
2013,4,37.8,854.3,3
2013,4,37.1,770.4,3
2013,4,36.6,713.5,3
2013,4,38,744.9,3
2013,4,34.5,698.7,3
2013,4,38.9,705.8,3
2013,4,41.5,946.2,3
2013,4,36.8,751.8,3
2013,4,36,716.7,3
2013,4,36.2,691.1,3
2013,4,36,690.1,3
2013,4,36.2,684.2,3
2013,4,33.8,514.4,3
2013,4,35,585.3,3
2013,4,35.3,633.2,3
2013,4,35.8,615.5,3
2013,4,37.8,748.5,3
2013,4,35.4,821.4,3
2013,4,35.4,614.3,3
2013,4,36.2,612.6,3
2013,4,33,539.3,3
2013,4,35.2,670.7,3
2013,4,37,741.6,3
2013,4,36.6,655.1,3
2013,4,36.8,742.3,3
2013,4,36,696.5,3
2013,4,32.1,477.5,3
2013,4,33.8,536.5,3
2013,4,36.8,604.6,3
2013,4,33.2,509.5,3
2013,4,29.1,342,3
2013,4,29.2,326.8,3
2013,5,35.1,620.5,3
2013,5,32,454.6,3
2013,5,37,730.5,3
2013,5,34.2,610.6,3
2013,5,37,669.6,3
2013,5,30.7,425.2,3
2013,5,31.2,443.1,3
2013,5,31.4,452.1,3
2013,5,31,452.2,3
2013,5,29.7,374.1,3
2013,5,31.1,414.9,3
2013,5,29.2,352.3,3
2013,5,30.8,396.8,3
2013,5,32,447.2,3
2013,5,31.8,413.3,3
2013,5,33.5,540.2,3
2013,5,30.6,385.8,3
2013,5,36.4,632.1,3
2013,5,33.2,495.1,3
2013,5,30.4,365.9,3
2013,5,29.8,363.2,3
2013,5,29.5,336.6,3
2013,5,31.2,412.8,3
2013,5,31,410.8,3
2013,5,31,427.7,3
2013,5,30.5,370.7,3
2013,5,31,421.7,3
2013,5,30.8,524.4,3
2013,5,32.2,483.4,3
2013,6,33.4,533.3,3
2013,6,32.6,532.6,3
2013,7,31.8,469,3
2013,7,32.2,478.6,3
2013,7,30.5,395.4,3
2013,7,31.3,489.8,3
2013,7,29.3,336.5,3
2014,3,32.6,458,3
2014,4,34,578.8,3
2014,4,30.5,345.3,3
2014,4,31.6,408.5,3
2014,4,30.2,375.7,3
2014,5,36.5,717.3,3
2014,5,38.5,851.7,3
2014,5,41,1057.3,3
2014,5,37.2,784.7,3
2014,5,38.4,806.7,3
2014,5,40,926.5,3
2014,5,42.4,1350.4,3
2014,5,41,1019.9,3
2014,5,39.9,1025.5,3
2014,5,40.8,1166.6,3
2014,5,40.2,913.4,3
2014,5,42.8,1247.1,3
2014,5,42.1,1088.1,3
2014,5,40.5,977.5,3
2014,5,33.8,591.2,3
2014,5,37.9,847.1,3
2014,5,38.3,762.3,3
2014,5,39,891,3
2014,5,36.9,800.4,3
2014,5,38.8,921.1,3
2014,5,40.1,984.4,3
2014,5,38.2,840.8,3
2014,5,42,1135.8,3
2014,5,40.2,917.7,3
2014,5,40,992.8,3
2014,5,37.3,737.3,3
2014,5,33.2,544.7,3
2014,5,35.6,656.7,3
2014,5,37.4,756.1,3
2014,5,33.7,566.3,3
2014,5,32.6,486.7,3
2014,5,33.7,578.3,3
2014,5,36.4,716.7,3
2014,5,38.4,865.9,3
2014,5,34.5,602.5,3
2014,5,33.1,538.9,3
2014,5,33.7,590.5,3
2014,5,34.9,606.2,3
2014,5,33.3,605.7,3
2014,5,33.3,566.2,3
2014,5,34,588.2,3
2014,5,33,520.1,3
2014,5,32.3,551.4,3
2014,5,32.6,527.7,3
2014,5,34,629.1,3
2014,5,33.5,558.2,3
2014,5,36.5,718.4,3
2014,5,32.8,558,3
2014,5,33,540.6,3
2014,5,40.8,997.3,3
2014,5,41,1089.2,3
2014,5,40.3,1036.2,3
2014,5,42.2,1108.1,3
2014,5,42.8,1064.9,3
2014,5,37.1,794.2,3
2014,5,39.2,805.2,3
2014,5,35.4,670.8,3
2014,5,37.4,722.8,3
2014,5,35,676.1,3
2014,5,36.2,631.6,3
2014,5,32.5,502.6,3
2014,5,34.1,511,3
2014,5,34.1,553.3,3
2014,5,33.5,530.5,3
2014,5,32.2,535,3
2014,5,33.1,536.5,3
2014,5,32.7,524.6,3
2014,5,33.7,570.3,3
2014,5,32.7,527.4,3
2014,5,32.9,494.1,3
2014,5,35,557.4,3
2014,5,35.1,611.5,3
2014,5,29,323.7,3
2014,5,29.2,321.4,3
2014,5,29.4,348.1,3
2014,5,28.8,293.2,3
2014,5,27.9,292.9,3
2014,5,28.2,294.6,3
2014,5,28.8,297.5,3
2014,5,27,245.3,3
2014,5,27.1,238.6,3
2014,6,35,639.9,3
2014,6,35.4,628.9,3
2014,6,36.2,671.6,3
2014,6,35.3,642.5,3
2014,6,36.2,637.7,3
2014,6,37.5,709.9,3
2014,6,35.7,668.1,3
2014,6,34.1,602.9,3
2014,6,35.3,709.4,3
2014,6,37.8,762.5,3
2014,6,39.2,758.3,3
2014,6,36.2,682.1,3
2014,6,36,653.7,3
2014,6,35.2,602.3,3
2014,6,33.8,565.9,3
2014,6,34.9,551.8,3
2014,6,33.4,507.2,3
2014,6,33.7,532.9,3
2014,6,33.5,479.3,3
2014,6,33.8,624,3
2014,6,32.4,463.5,3
2014,6,35.2,571.4,3
2014,6,30.4,381.7,3
2014,6,32.8,445.2,3
2014,6,30.4,377.1,3
2014,6,31.4,369.9,3
2014,6,30.5,337.1,3
2014,6,32.6,437.4,3
2014,6,31.1,408.5,3
2014,6,30.9,381.1,3
2014,6,30.9,382.4,3
2014,6,32.5,460.2,3
2014,6,30,469,3
2014,6,33,461.8,3
2014,6,31.2,411,3
2014,6,32.6,461.6,3
2014,6,31.3,412.4,3
2014,6,28.5,306.2,3
2014,6,32.5,452.5,3
2014,6,31.8,442,3
2014,6,30.1,346.8,3
2014,6,31.5,361.9,3
2014,6,30,322.1,3
2014,6,30.5,368.9,3
2014,6,29,321.6,3
2014,6,30.7,380.2,3
2014,6,30,349.2,3
2014,6,30,329.5,3
2014,6,30.3,352.2,3
2014,6,30.5,397.7,3
2014,6,30.3,344,3
2014,6,28.9,320.1,3
2014,7,33.4,540,3
2014,7,37.4,720,3
2014,7,34.9,560,3
2014,7,33.6,520,3
2014,7,35.5,520,3
2014,7,34.6,540,3
2014,7,34.1,520,3
2014,7,32.9,440,3
2014,7,32.5,460,3
2014,7,34.1,480,3
2014,7,32.8,460,3
2014,7,33,480,3
2015,2,40.4,979.92,3
2015,2,43.9,956.51,3
2015,2,40,874.66,3
2015,2,38.3,878.86,3
2015,2,38.8,813.47,3
2015,2,37.6,743.1,3
2015,2,38.4,842.58,3
2015,2,36.4,621.33,3
2015,2,37.7,744.95,3
2015,3,36.1,671.4,3
2015,3,36.6,670.31,3
2015,3,39.7,798.32,3
2015,3,35.8,593.95,3
2015,3,35.2,569.4,3
2015,3,35,569.73,3
2015,3,35.4,551.88,3
2015,4,36,667.52,3
2015,4,34.6,569.98,3
2015,4,34.5,574.21,3
2015,4,35.7,583.21,3
2015,4,32.4,463.1,3
2015,4,31.7,430.94,3
2015,4,32.4,450.2,3
2015,4,32.3,483.2,3
2015,4,32.8,463.15,3
2015,4,32.2,461.32,3
2015,4,31.8,409.79,3
2015,4,33.8,525.47,3
2015,4,31.2,440.95,3
2015,4,32.2,440.89,3
2015,4,32.8,481.73,3
2015,4,31.7,449.3,3
2015,4,30.7,394.29,3
2015,4,33.6,514.39,3
2015,4,32.3,436.09,3
2015,4,29,287.15,3
2015,5,34.4,575.92,3
2015,5,35.5,564.24,3
2015,5,33.4,513.54,3
2015,5,35.2,579.93,3
2015,6,34.9,506.84,3
2015,6,33.3,487.13,3
2015,6,31.4,414.17,3
2015,6,31.8,396.05,3
2015,6,30.8,398.55,3
2015,6,33.7,477.29,3
2015,6,32.5,435.6,3
2015,6,32,453.45,3
2015,6,31.8,415.91,3
2015,6,31.2,420.97,3
2015,6,31.2,415.27,3
2015,6,34.4,527.95,3
2015,6,34.6,554.24,3
2015,6,34.7,541.44,3
2015,6,33,481.7,3
2015,6,34.4,489.76,3
2015,6,33.2,440.93,3
2015,6,30.8,409.13,3
2015,6,33.2,506.85,3
2015,6,32.2,463.23,3
2015,6,36,574.82,3
2015,6,32.7,475.96,3
2015,6,31.1,388.13,3
2015,6,31.3,408.86,3
2015,6,33.6,463.93,3
2015,6,30.4,385.67,3
2015,6,29.5,316.52,3
2015,6,30.5,367.61,3
2015,6,29.9,360.86,3
2015,6,32.4,453.91,3
2015,6,31.4,375.06,3
2015,6,31.1,376.29,3
2015,6,30.9,404.49,3
2015,6,30.9,352.77,3
2015,6,31.9,372.88,3
2015,6,31.3,418.92,3
2015,6,30.2,337.24,3
2015,6,30.2,380.74,3
2015,6,32.9,460.6,3
2015,6,30.9,371.36,3
2015,6,29.8,301.44,3
2015,6,29.2,296.03,3
2015,6,29,297.59,3
2015,6,30.6,325.87,3
2015,6,29.9,282.51,3
2015,6,29.4,265.21,3
2015,6,31,363.69,3
2015,6,29.1,298.65,3
2015,6,29.2,304.63,3
2015,6,29.8,321.67,3
2015,6,28.9,300.69,3
2015,6,32.5,447.87,3
2015,6,28.9,296.66,3
2015,7,35.4,548.48,3
2015,7,36,607.24,3
2015,7,33.6,486.21,3
2015,8,34.8,561.7,3
2016,4,36.8,667.38,3
2016,4,37.9,795.75,3
2016,4,35.9,606.45,3
2016,4,34.9,624.21,3
2016,4,37,696.88,3
2016,4,37.1,737.61,3
2016,4,37.5,769.85,3
2016,4,37.3,707.47,3
2016,4,35.8,638.57,3
2016,4,35.2,564.88,3
2016,4,34.3,560.02,3
2016,4,31.2,471.93,3
2016,4,33,468.73,3
2016,4,34.5,529.54,3
2016,4,34.6,554.7,3
2016,4,33,529.41,3
2016,4,33.5,499.34,3
2016,4,33.1,509.91,3
2016,4,34.9,563.65,3
2016,4,33.7,505.14,3
2016,4,34.2,508.93,3
2016,4,34.9,563.83,3
2016,4,33.3,479.76,3
2016,4,32.7,494.41,3
2016,4,33,438.35,3
2016,4,31.7,430.96,3
2016,4,32,417.3,3
2016,4,31.4,395.81,3
2016,4,32.5,405.96,3
2016,4,27.3,262.02,3
2017,3,37.5,652.1,3
2017,4,35.4,583.3,3
2017,4,35.8,609.86,3
2017,4,37.2,662.23,3
2017,4,36.1,584.93,3
2017,4,37,596.97,3
2017,4,37.6,720.75,3
2017,4,36,614.13,3
2017,4,36.3,659.25,3
2017,4,37.9,654.84,3
2017,4,36.7,622.09,3
2017,4,35.2,554.05,3
2017,4,34.9,556.21,3
2017,5,35.7,663.47,3
2017,5,37.8,753.95,3
2017,5,36.4,666.54,3
2017,5,36.4,724.06,3
2017,5,36.8,630.47,3
2017,5,36.7,711.84,3
2017,5,35.7,629.92,3
2017,5,36,610.67,3
2017,5,38.1,721.81,3
2017,5,37.9,745.53,3
2017,5,34.3,591.62,3
2017,5,37.1,735.51,3
2017,5,36.7,795.56,3
2017,5,35.9,654.39,3
2017,5,38.4,840.22,3
2017,5,36.9,701.65,3
2017,5,38.2,838.93,3
2017,5,37.3,688.14,3
2017,5,36.9,748.12,3
2017,5,30.5,376.84,3
2017,5,31.8,460.74,3
2017,5,31.8,418.09,3
2017,5,29.5,380.11,3
2017,5,29.2,331.32,3
2017,5,29.4,358.51,3
2017,5,28.7,306.02,3
2017,5,28.7,328.45,3
2017,5,28,293.01,3
2017,5,28.7,314.07,3
2017,6,32.2,519.64,3
2017,6,31.8,417.38,3
2018,4,40.4,941.27,3
2018,4,40.5,965.36,3
2018,4,42.7,1220.03,3
2018,4,41,1002.65,3
2018,4,39.8,942.36,3
2018,4,39.6,960.83,3
2018,4,39.8,850.13,3
2018,4,38.2,846.57,3
2018,4,38.8,865.72,3
2018,4,39.3,909.13,3
2018,4,40.8,1025.19,3
2018,7,33.8,553.12,3
2019,2,40,845.33,3
2019,2,42.6,969.43,3
2019,2,41.3,894.77,3
2019,2,42.3,948.77,3
2019,2,42,944.63,3
2019,2,37.6,650.93,3
2019,2,42.2,943.52,3
2019,2,42.4,915.82,3
2019,2,34.9,553.8,3
2019,3,41.1,887.91,3
2019,3,45.7,1385.78,3
2019,3,47.7,1434.53,3
2019,3,47.3,1392.21,3
2019,3,45.2,1235.01,3
2019,3,42.3,1025.34,3
2019,3,40.7,961.72,3
2019,3,46.3,1492.65,3
2019,3,52.7,1826.81,3
2019,3,39.4,888.54,3
2019,3,40.7,965.55,3
2019,3,34.5,505.3,3
2019,3,34,494.82,3
2019,3,35.3,569.18,3
2019,3,34.8,484.84,3
2019,3,32.7,454.55,3
2019,3,34.6,510.08,3
2019,3,36.2,564.7,3
2019,3,34.4,504.4,3
2019,3,34.5,553.17,3
2019,4,39,956.32,3
2019,4,40.2,717.91,3
2019,4,36.9,981.73,3
2019,4,39.9,953.51,3
2019,4,40.1,965.01,3
2019,4,36.6,714.64,3
2019,4,39.5,902.68,3
2019,4,35.9,680.1,3
2019,4,40.1,972.48,3
2019,4,36.5,683.02,3
2019,4,38.3,784.05,3
2019,4,36,678.5,3
2019,4,40.7,1055.59,3
2019,4,37.7,702.47,3
2019,4,37.9,841.28,3
2019,4,36.4,756.22,3
2019,4,39.4,942.12,3
2019,4,37.1,679.3,3
2019,4,36.7,697.88,3
2019,4,33.7,533.1,3
2019,4,31.2,441.63,3
2019,4,33.9,513.16,3
2019,4,32.4,443.48,3
2019,4,33.7,441.63,3
2019,4,35.1,571.63,3
2019,4,34,520.78,3
2019,4,32.2,483.09,3
2019,4,32.2,437.45,3
2019,4,31.8,399.33,3
2019,4,32.7,458.01,3
2019,4,33.7,503.12,3
2019,4,32.1,453.75,3
2019,4,30.1,300.71,3
2019,4,30.6,333.2,3
2019,4,31.5,362.11,3
2019,4,25.7,181,3
2019,5,36,694.42,3
2019,5,36,601.96,3
2019,5,36.1,635.98,3
2019,5,36.9,681.2,3
2019,5,35.6,633.93,3
2019,5,34.9,595.26,3
2019,5,34.9,599.42,3
2019,5,33.8,512.99,3
2019,5,31.6,460.08,3
2019,5,35.8,584.33,3
2019,5,36.1,575.46,3
2019,5,33,526.44,3
2019,5,33.8,488.51,3
2019,5,30.6,338.06,3
2019,5,30.2,370.41,3
2019,5,30.6,354.32,3
2019,5,31.1,355.24,3
2019,5,29.9,321.36,3
2019,5,30.5,358.68,3
2019,5,28.1,308.68,3
2019,5,28.9,306.53,3
2019,5,28.2,276.35,3
2019,5,29.4,301.89,3
2019,5,30.3,331.41,3
2019,5,29.3,308.37,3
2019,6,33.9,619.97,3
2019,6,37.5,677.63,3
2019,6,30.1,360.51,3
2019,6,32.5,507.21,3
2019,6,32.4,524.12,3
2019,6,33.6,520.95,3
2019,6,31.5,439.72,3
2019,7,33.2,516.95,3
2020,2,35.3,554.5,3
2020,2,34.9,513.88,3
2020,2,34.6,483.8,3
2020,2,34.1,495.8,3
2020,2,34,477.94,3
2020,3,40.5,952.08,3
2020,3,37.6,734.11,3
2020,3,42.3,1010.69,3
2020,3,38.1,748.38,3
2020,3,39.1,772.58,3
2020,3,40.9,897.42,3
2020,3,38.1,793.97,3
2020,3,38,828.9,3
2020,3,39.3,779.05,3
2020,3,41.2,924.06,3
