length(cm),weight(g)
35.7,667.88
34.8,603.18
35.7,600.39
36,707.08
33.1,540
33.7,534.72
34.4,526
34,563.28
35.4,620.53
35,627.58
34.2,570.52
32.7,504.7
33.5,499.88
34.2,561.83
34.1,549.77
32.5,471.7
33.1,469.1
29.8,326.5
33.1,495.06
31.8,451.54
33,469.18
35.9,632.26
33.5,481.68
33.7,594.1
33.1,494.3
33.9,569.75
32.4,465.38
34.3,587.46
35.4,658.3
33.1,502.8
33,487.34
33.3,474.38
33.4,536.2
32.3,469.77
33.5,512.68
34,547.76
33.8,520.93
33.1,491.86
32.2,462.09
33.2,546.33
33.4,511.53
33.2,481.76
33.3,502.36
34.4,498.47
32.9,531.87
33.1,467
33.4,515.07
32.9,483.81
33.4,526.06
32.1,438.52
32.9,450.02
30.7,418.64
31.6,450.41
32.8,449.98
30.5,390.18
31,402.28
33.3,501.54
32.5,484.07
32.2,444.8
31.2,421.74
33.6,530.67
33.2,481.14
33.5,504.59
30.3,360.55
32.3,412.08
33.4,494.72
32.5,428.02
31.5,412.77
33.7,497.32
33.4,492.02
30.4,373.58
31.7,426.36
33.4,491.97
33.5,520.9
32.3,496.46
27.5,255
27.9,279.12
28.7,298.82
27.6,285.26
28.2,304.28
28,275.12
29.9,365.26
29,320.87
28.9,308.27
28.8,302.72
29.9,337.87
29.2,324.71
28.9,330.74
30.6,382.39
30.3,366.01
29.6,323.84
29.1,317.86
28.4,296.35
28.3,276.99
30.7,331.84
27.9,274.99
28.9,297.06
30.2,349.46
30,326.57
28.4,303.18
28.6,284.5
28.4,301.41
29.7,323.95
29.4,318.85
28.8,290.2
40.5,712.28
35,571.89
34.9,601.17
36.3,645.11
35.4,570.46
36.5,631.85
35.9,638.45
35.9,614.65
36,657.35
35.9,609.51
36.4,636.62
34,577.57
34.5,571.92
34.3,595.44
35.9,639.47
35.3,625.27
36.2,678.45
35,583.13
35.4,621.4
35.7,612.83
34.8,583.37
36.2,641.28
36.2,689.95
36.3,620.6
35.4,618.36
34.4,583.56
35.5,689.56
34,574.12
36.6,720.76
37.6,645.9
34.7,584.48
34.4,554.59
36,592.39
34.7,561.24
35.2,585.13
35,591.84
34.5,513.29
34.2,532.68
34.9,543.33
36.6,604.57
33.6,502.37
33.6,536.78
33.9,479.41
34.8,501.53
34,548.57
35.1,589.89
34.7,568.06
34.3,510.56
34.2,551.81
35.2,610.88
34.8,578.47
33.6,491.98
33.9,513.14
33.4,495.86
34.8,524.23
33.8,509.77
34.8,532.12
34.9,546.97
34.3,475.82
33.9,503.77
32.8,423.64
33.7,466.85
32.6,418.67
33.5,462.49
33.3,439.73
33.4,464.51
33.8,484.4
33,433.18
33.9,508.16
34,492.77
31.6,427.26
32.5,433.57
31.6,394.01
32.4,446.49
31.8,427.5
32.8,440.86
33.6,477.83
34.2,513.85
34.4,476.16
33.9,479.13
32.1,417.74
34.1,480.47
32.9,448.96
32.7,459.52
34,482.41
33,427.49
33.2,446.62
33.5,429.22
34.1,481.37
32.4,445.29
27.7,246.62
29.5,294.35
28.1,275.46
28.9,272.45
29.1,310.89
29.6,321.28
29.4,303.16
29.5,305.96
31.1,354.23
29.8,332.17
29.1,296.36
29.8,318.64
29.2,273.26
29.1,281.74
30,315.53
29.4,311.9
29.5,282.71
30.2,310.5
29.1,287.99
29.6,333.03
28.5,268.35
30.2,320.32
28.2,278.28
29,292.34
29.2,295.78
30,359.09
29.2,288.15
29.3,313.04
27,259.53
24,164.59
38.2,694.43
36.6,719.43
38.4,751.67
37.2,655.48
37.5,666.22
36.6,661.1
36.7,665.36
35.4,738.1
34.6,580.61
36.4,669.44
36,734.1
35.6,665.17
36.4,702.95
36.8,729.57
36.6,738.53
36.3,679.73
36.7,674.76
34.7,584.02
35.5,644.56
35.4,660.83
34.5,592.73
34.1,669.6
35.4,597.05
35.4,652.66
35.2,707.76
34.6,588.9
34.9,583.28
33.6,601.65
32.5,480.59
30.8,399.43
30.5,373.48
30.4,376.73
30.1,381.64
31.3,405.93
29.8,379.47
30.9,424.46
32.5,452.16
32.1,421.09
31.4,426.42
31,391.1
31.3,409.33
33.1,478.15
31.3,407.56
31.5,408.32
31.8,478.56
32.2,455.52
31.8,444.63
31.3,414.37
31.8,428.87
32.5,497.79
32.4,454.94
32.2,454.08
31.9,424.35
31.9,418.13
31.1,396.95
31.2,380.5
31.3,435.08
31.8,417.25
28,278.71
28.2,299.96
26.8,232.61
29.8,366.3
30.8,375.44
30.2,404.99
30,361.54
30.1,361.08
30.1,377.77
31,398.99
30.3,399.13
30.9,417.71
29.3,352.02
30.2,378.64
28.8,310.41
29.9,360.14
29.9,355.19
30.7,366.22
29.7,339.49
29.6,371.6
28,294.33
31.5,412.45
31.2,347.47
31.2,387.07
28.7,321.38
30.2,372.89
30.3,372.23
28,274.8
30.7,369.21
30.4,404.36
27.6,260.73
26.2,221.64
25.8,210.63
27.6,259.86
27,260.16
22.1,111.02
26.8,222.91
25.3,207.31
27.5,265.56
26.2,225.95
25.9,213.98
25.7,219.87
28,301.95
28,270.09
27.7,268.59
30.9,376.77
28.3,304.81
26.6,239.78
26.8,229.56
26.9,248.54
27.1,253.53
27.8,272.54
27.3,290.18
26.7,240.29
25.3,202.55
27,260.15
29,308.67
26.8,223.19
29.2,337.47
25.1,193.19
38.7,829.74
38.5,679.63
39.2,802
37.9,784.36
39.8,868.48
36.6,684.94
37.4,646.29
36.5,650.05
35.8,659.37
37.4,711.63
37.4,688.42
34.2,655.5
36.7,633.71
38.2,731.37
37.4,680.61
36.4,657.22
36.6,689.05
37.2,659.75
37.6,636.35
36.5,629.64
36.4,609.34
37.1,635.97
37.2,627.24
35.4,669.96
35.2,585.71
34.5,581.95
35.2,555.69
35.3,638.23
35.7,573.02
35.2,600.11
35.6,583.8
33.8,519.29
35.2,557.08
35,496.36
36.3,600.27
35.2,560.47
35.2,594.17
35.5,603.42
34.8,558.61
34.3,591.54
36,630.64
34.6,553.14
33.9,552.79
34.1,564.15
34.7,576.61
33.4,563.46
33.2,521.61
37.3,604.45
36.4,580.53
35.4,629.11
36,589.76
34.9,555.07
35.8,642.74
33.2,547.47
31.6,437.04
31.6,426.48
30.8,398.11
32.3,465.59
31.8,442.03
33.4,498.45
34.4,510.02
33.7,494.8
34.2,479.18
33.2,454.16
33.2,498.44
32.8,454.56
32.4,464.23
32.4,424.37
33.7,512.77
33.4,507.13
32.7,456.12
34.1,489.02
34.2,500.13
32.7,437.19
33,433.68
33.6,516.95
33,436.28
33.7,535.58
33,411.29
32.5,476.93
32.2,453.06
33.3,435.59
34.1,516.1
34.6,489.67
21.2,100.35
21,94.75
20.9,92.56
21.9,112.65
19.6,82.35
21.3,101.25
21.2,106.05
20.3,93.64
21.8,105.99
20.8,96.04
26,191.66
25.9,196.95
24.4,168.03
25.9,204.42
24.9,162.8
21.5,99.24
22.8,124.84
20.9,91.49
20.8,91.2
19.7,77.7
22.1,104.5
20.2,84.94
21.2,96.23
19.6,81.99
20.2,85.75
21.4,101.09
23.6,146.36
20.1,80.08
21.6,106.15
20.8,91.84
37.9,760.65
38.4,759.22
39.8,950.17
40.1,979.56
39.1,795.93
37.8,663.87
37.1,687.07
37.4,739.3
38.2,854.51
38.6,710.12
39.3,804.86
38.4,771.49
37.5,752.14
37.9,725.44
36.4,655.3
36.5,665
35.7,696.61
36.1,609.39
37.7,738.29
38,685.68
36.7,677.37
36.6,705.69
39,727.07
36.4,693.07
37.2,646.26
35.4,557.91
33.7,552.86
34.8,582.31
35.4,607.26
35.2,577.62
35.1,587.26
34.9,548.71
35.4,524.76
36.8,623.81
34.5,570
36.5,592.49
35.7,588.85
35,569.14
35.6,658.06
34.2,536.98
36.3,600.49
37.4,647.04
35.4,555.82
34.9,582.55
36.5,585.28
35.6,644.55
35.4,556.84
35,574.42
35,576.44
36.9,631.95
35.2,546.42
34.8,531.91
35.1,600.81
35.3,580.08
35.8,597.28
33.4,463.18
34.2,507.11
35.8,550.89
36,576.12
33.5,495.65
35.1,529.95
33.9,499.37
34.9,540.22
34.2,507.91
34.4,524.4
34.3,547.06
33.8,531.08
34,479.51
35.2,503.37
33.2,510.62
34.3,496.23
35.5,508.96
33.1,476.83
35.9,533.04
34.4,547.63
35,494.18
34,505.31
34.7,502.47
34.8,507.14
35.2,498.26
34.7,501.22
34.5,512.41
33.8,469.54
35,577.77
33.7,506.1
32.1,430.71
31.7,424.2
31.3,379.38
31.8,410.87
29.1,257.08
32.9,434.18
34.3,543.03
32.2,413.13
35.5,582.49
32.5,452.96
32.4,425.42
32.9,464.27
35.5,589.41
35.8,605.77
36.5,593.4
36,579.09
35.8,579.34
35.4,545.01
35.4,581.95
36.7,607.18
36.4,616.34
36.8,645.25
35,573.34
37.8,692.3
35.9,600.67
35,554.96
35,572.71
34.8,622.12
35.1,582.04
35.9,587.73
34.5,527.33
36,596.57
36.4,645.17
34.9,572.92
35.3,568.93
36.7,591.54
35.1,527.15
36.3,635.06
34.4,524.32
35.1,552.55
35.7,633.03
36.1,603.13
35.1,560.23
33,451.58
35.2,491.6
34.9,515.92
34.6,527.2
33.7,471.7
33,473.35
35.7,509.99
34.8,457.57
35.8,602.85
35.6,527.63
33.9,478.63
34.3,501.44
35.2,507.77
34,478.77
35.5,543.16
35.4,551.1
35.3,544.8
34,491.13
35,550.26
35.4,549.59
35.2,553.37
35.3,553.73
35.9,533.2
35.1,483.48
35,527.55
34.5,498.07
34.3,469.84
34.9,550.72
34.8,550.07
35.5,560.35
31.6,369.79
31.4,372.79
31.1,361.66
30.6,381.15
31.5,370.82
33,426.24
33.6,451.77
34.2,463.84
33.9,500.6
35.4,524.68
33.4,401.03
33.3,435.44
34.4,480.13
33.1,435.67
33.3,411.53
34.6,490.83
32.5,405.98
31.3,385.93
34.5,462.21
32.9,408.25
31,354.76
33.5,430.06
33.5,442.05
34.4,445.3
34.5,481.42
31.8,338.25
32.2,396.07
30.4,346.23
30.5,300.22
32.5,431.66
27.7,228.83
26.9,180.06
27.4,216.23
26,189.44
26.1,178.89
30.8,341.95
34.1,454.94
32.5,401.1
31,340.16
31.9,370.13
31.8,377.51
32,382.06
32.3,411.51
33,445.89
33,405.14
30.6,322.25
32.4,370.34
34.3,474.42
32.3,376.45
31.5,367.05
34.1,464.89
30.6,358.64
29.9,323.68
33.9,475.93
33.2,447.78
31.4,375.04
32.2,385.72
30.5,350.27
30.6,352.62
33.7,445.7
23.1,791.48
38.8,761.26
38,773.46
38.3,724.02
37.7,709.72
35.5,670.8
35.8,639.41
37.1,676.97
35.5,664.98
36.7,664.53
37.6,756.08
36.3,619.16
36.9,713.09
35.9,636.14
36.1,688.48
35.5,626.44
36.3,644.15
37.2,648.17
38.1,722.11
37,740.15
36.2,724.52
37,618.67
36.3,640.27
35,590.51
37.2,670.7
34.9,582.94
34.9,571.56
35.6,528.87
34.4,534
34.9,529.86
35.5,597.86
35,618.44
35.4,580.63
35.6,579.99
34.7,560.54
37,640.81
36.7,627.39
36.2,647.39
34.5,529.12
35.6,593.33
35.5,639.1
33.7,554.04
36.8,658.57
35.5,548.03
37.1,671.06
36.4,677.39
34,520.37
33.6,522.6
34.6,502.96
36.1,657.94
34.2,543.01
35.1,578.33
36.1,639.57
36.4,611.97
34.6,557.08
31.7,372.09
30.9,375.97
30.6,378.92
30.6,375.17
31.1,399
29.3,324.99
32.4,445.23
30.4,336.72
29.7,368.81
34,479.46
28.8,316.73
29.8,311.66
30.7,377.27
30.9,373.29
30.3,330.45
31.3,350.55
32.3,434.58
29.7,312.82
30.9,368.77
30.3,353.75
31.2,400.51
31.2,381.55
32.1,412.36
31.2,394.09
30.7,359.46
31.4,394.08
28.8,316.94
31.1,362.03
31.9,393.84
31.2,391.88
26.4,213.27
26,200.4
26.2,189.22
25.4,180.56
26.2,196.9
27.2,218.92
27,219.62
27,215.68
28.2,262.23
27.8,245.26
26.5,218.74
28.9,275.93
26.8,207.79
27,225.8
28.3,239.4
30.2,327.61
27.2,215.36
28.6,273.58
28.4,248.78
27.4,232.08
27.4,232.34
32.1,403.94
28.3,268.84
28.4,269.14
27.6,234.28
26.8,217.19
27.4,243.5
28,236.21
26.5,204.91
27.5,231.31
37.5,743.42
35.8,690.25
37.8,726.21
37.6,733.71
37,702.15
37.5,709.82
37.9,676.06
38.6,740.2
36.2,670.98
38.2,747.84
38.6,772.37
38.4,813.84
38.9,766.18
37,663.74
38,729.6
37.4,695.88
38.1,701.38
38.2,751.88
38.5,802.85
38,714.91
37.3,656.88
36.3,679.58
37,661.84
37.7,697.14
36.4,606.05
36.5,657.31
35.4,597.63
37.4,651.38
35,523.07
35.1,553.58
34.8,559.83
32.8,443.45
34.5,516.59
35.8,569.89
35.4,566.19
35,543.04
35.3,541.46
36.1,594.9
35.7,520.15
36.8,597.13
34.8,483.74
33.8,491.21
34.9,503.91
33.9,549.72
35.3,536.86
35.3,537.82
36.5,597.67
33,402.82
33.6,479.38
33.8,464.35
35.8,585.48
33.5,474.29
33.5,499.96
30.6,333.12
31.9,397.38
31.8,359.11
32.9,464.58
31.3,395.68
30.1,352.31
32.3,401.92
31.4,351.62
32.7,396.16
31.2,376.12
29.7,292.19
30.5,337.53
30,358.77
31.1,366.16
31.6,383.15
33.7,417.77
34.5,474.14
31.9,378.66
32.8,430.32
32.3,405.93
32.4,403.74
30.7,338.89
32,377.26
30.7,370.63
31.9,395.25
31.6,403.63
30,316.36
29.6,298.02
31.2,339.58
29.6,304.17
27.3,205.54
30.3,325.11
28.4,262.22
27.5,215.7
28.9,287.21
29.6,296.09
29.6,289.74
29.6,305.7
27.8,211.7
28,257.05
28.4,242.47
27.2,206.2
27.2,212.64
28,265.39
26.5,206.23
30.6,307.7
29.2,284.89
27.9,244.21
25.5,180.17
29.4,307.75
27.5,237.9
29.4,304.35
30.9,350.41
28.9,276.57
27.8,248.36
26.6,197.52
28.9,282
27.9,247.83
27.4,217.95
30.9,342.06
36.4,557.74
35.8,590.96
37.4,583.06
38.1,650.97
37.4,607.87
38.4,628.07
36.7,642.81
37.1,581.29
36,601.96
37.4,594.47
37.8,660.99
38.5,605.65
38.1,635.01
37.4,623.99
38.3,662.39
36.1,582.76
36.9,535.52
39.3,696.06
37.6,633.32
37.8,660.45
37.2,625.58
38.9,716.32
38,670.93
38,630.7
38.2,684.68
38.1,621.91
38.4,635.39
37.4,623.95
34.5,569.11
33.6,524.12
35.5,519.1
35.6,478.55
36.9,605.11
38,656.05
34.4,421.33
32.3,369.48
35.8,547.71
35.3,563.6
38.4,586.96
33.2,437.4
37.2,582.93
36,574.64
37.3,604.72
37,581.32
36.2,534.52
35.7,538.2
36,559.35
37.2,611.41
36.2,529.76
36.6,549.86
33.3,441.44
32.1,389.64
35.2,484.75
36.3,505.14
36,526.84
35.7,521.48
36.9,603.84
36.7,538.1
34.8,481.16
29.7,265.49
30.6,303.67
29.9,296.33
31.3,358.16
30.6,322.74
30.4,338.41
30.3,327.64
30.4,295.54
30,308.03
30.4,287.47
31,326.1
30.2,286.44
31.8,370.04
31.1,320.93
29.5,279.55
29.9,282.08
30.3,308.55
30.6,331.15
29.8,305.66
30.5,319.62
29.3,278.31
29.9,260.95
30.3,316.53
32.2,379.03
30.7,328.36
29.4,282.24
30.8,340.94
30.3,293.65
30.6,320.83
30.1,292.34
30.1,301.43
29.8,269.64
30.1,289.11
30.7,325.71
29.1,241.99
30,271.55
29.1,284.27
28.3,242.9
31,324.43
29,265.79
29.8,297.16
28.6,262.68
28.6,229.97
28.4,259.43
29.9,304.04
28.9,263.68
28,235.75
29.4,286.88
30.4,271.97
27.5,247.34
28.4,268.15
29.8,274.38
29.8,294.06
30.5,278.77
30,278.65
29.4,262.41
29.5,264.87
29.1,275.66
28.2,242.36
29.5,282.62
40.1,900.12
36.6,668.21
38.4,676.81
37.3,685.4
36.2,641.55
39.7,734.51
36.1,603.42
37.6,742.01
36.8,667.3
38,768.46
36.4,695.83
38.2,695.58
38.6,748.29
36.4,622.86
37.8,684.26
37.2,663.03
37.9,786.16
38.7,735.17
36.7,661.19
36.8,679.44
38.6,756.75
38.6,747.27
38.5,688.72
36.1,688.17
36.3,639.94
38.9,727.79
36.8,656.95
32.5,406.73
33,420.92
32.4,403.1
34.4,462.51
30.7,334.66
32.9,424.62
31.8,374.72
33,401.14
30.7,363.04
32,372.04
30.3,303.51
33.2,433.94
32.2,387.21
31.2,343.76
33,410.2
31.9,358.67
33.3,403.61
30.5,313.93
34.8,505.61
31.5,359.08
33,423.93
30.2,306.2
32.1,404.71
32.1,342.18
32.9,413.92
30.4,289.38
32.7,391.31
31.6,349.64
31.3,372.27
32.9,377.27
31.2,362.83
28.6,233.81
29,265.11
27.6,223.68
31,341.07
28.4,230.71
29,260.22
28,228.15
28.8,263.61
28.5,238.22
28.6,234.16
29.5,270.92
30.7,319.91
28.2,212.59
28.6,251.26
28.9,237.16
28.9,255.74
28,219.06
27.4,210.92
28.6,241.05
30.4,309.19
28,222.32
28.7,247.32
28.2,235.7
29,255.75
28.1,224.51
30.5,313.83
29.9,257.05
28.8,246.88
28.3,227.96
25.8,167.55
25.9,167.95
27.4,195.32
30.4,299.67
28.6,225.83
26.7,187.63
27.1,207.36
24.9,145.05
27.2,214.71
27.5,216.8
26,175.4
26.4,186.97
27.6,217.19
27.8,233.94
27,197.58
28.3,243.62
27.2,210.23
27.6,243.88
24.2,149.69
26.6,194.01
24.6,137.18
20.7,89.09
29.2,262.27
25.2,151.43
25.4,163.85
29.5,301.51
24.4,135.02
26.8,185.82
26.4,171.76
25.8,160.69
39.1,946.82
36.8,667.38
37.1,790.71
37.9,795.75
38.2,800.51
34.7,608.73
35.9,606.45
34.4,589.55
36.3,646.92
34.8,585.87
35.5,616.28
37,713.23
34.4,609.84
34.9,624.21
34.9,575.97
37,696.88
34.3,626.11
34.6,603.24
37.1,737.61
37.5,769.85
37.3,707.47
35.8,638.57
34.8,617.86
35.3,573.1
35.2,564.88
36.2,628.28
33.8,559.4
34.3,560.02
31.2,471.93
33,468.73
34.5,529.54
33.3,466.73
33,491.75
34,528.13
34,532.59
32.8,490.08
34,540.82
35.2,568.23
34.6,554.7
33.2,486.9
33,529.41
33.5,499.34
33.1,509.91
34.9,563.65
33.7,505.14
34.2,508.93
33.7,501.94
34.9,563.83
33.5,449.77
34,533.64
33.7,488.67
33.3,512.73
34.5,548.09
33.6,492.25
33.3,479.76
32.7,494.41
33,473.53
31.8,401.74
32.2,381.48
31.7,422.43
32.5,430.4
31.2,400.92
32.7,480.38
32.5,428.87
33,438.35
31.7,430.96
31.6,397.86
30.8,378.98
31.6,397.04
32.6,426.15
32,416.8
32,417.3
33.2,426.67
31.9,406.76
31.6,373.44
32,420.19
32.2,407.07
32.9,468.95
31.4,393.7
33.5,490.67
30.1,386.58
32.8,426.54
32.8,444.59
31.7,419.32
31.4,395.81
32.5,405.96
30.6,336.11
30.5,386.25
29.5,330.34
29.7,325.87
31.3,394.22
30.7,361.29
32,388.26
30.9,390.05
30.8,364.54
29.7,321.58
29.7,342.19
28.7,311.29
28.8,293.96
30.1,337.15
31.7,372.33
29.8,321.92
30.4,330.51
30.5,362.84
29.8,365.46
28.4,268.79
28.8,301.28
27.9,268.42
30.3,341.1
32,382.79
30.5,377.01
29.1,340.87
30.6,368.2
29.5,353.82
31.2,379.61
31.8,393.27
28.9,300.09
24.7,182.47
28.9,283.89
27.7,256.75
24.6,174.41
27.8,253.97
27.2,247.36
27.7,270.85
27.4,221.77
27.2,245.63
27.8,244.31
28.2,229.15
27.4,206.54
25.9,194.03
25.4,170.38
26.7,236.47
27.4,232.31
25.7,204.23
27.8,270.25
27.2,236.48
27.7,260.08
27.3,262.02
26.9,241.75
28.9,261.42
26.6,204.89
25.7,196.74
25.9,212.1
26.9,235.72
28.5,264.61
27.1,228.72
35.8,614.01
35.4,553.74
36.3,597.74
35.2,617.82
36.7,604.89
37.7,590.73
35.2,571.78
36.3,628.39
37,639.96
36.1,629.57
37.1,635.06
36.5,639.99
36.1,587.35
37.3,626.84
35.6,573.02
35.8,565.87
36.5,599.89
37.7,694.76
35.8,560.09
35.9,615.69
36.3,580.15
36.9,657.44
35.6,602.39
34.8,582.79
37,665.31
35.5,574.14
35.8,576.19
35.3,563.76
35.4,591.72
35.1,562.44
35.6,581.3
34.5,523.09
35.5,602.66
35.2,541.4
34.5,522.56
36,581.35
36.4,572.68
34.5,526.59
34.4,530.24
35.3,556.96
36.1,570.24
34.5,506.66
34.6,526.58
35.4,522.13
35.8,583.74
36.9,533.38
35.8,595.89
34.9,542.56
35.7,499.83
35.5,541.51
35.9,572.7
37.9,684.57
34.6,563.47
34,509.25
35.2,542.14
34.6,551.65
34.5,501.39
34.4,526.73
34.2,497.78
36.8,588.9
33.4,477.04
32.8,414.17
33.6,465.46
31.5,413
33.3,403.64
33.1,457.12
33.4,466.43
33,428.18
33.3,427.96
33.2,465.1
34.2,481.14
34,459.99
33.8,471.36
34.8,492.32
33.8,468.32
34.4,459.36
34,472.25
37.6,587.63
33.2,455.6
33.6,426.91
32.6,415.68
32,404.46
33.7,442.28
33,408.15
32.8,448.02
31.7,407.78
33.6,448.02
33.5,470.5
34.4,515.13
34.1,482.85
31.7,347.52
29.5,279.91
29,284
27.8,208.56
30.6,335.19
30.7,312.15
27,204.64
27.4,217.35
30.5,317.71
31.2,345.41
28.2,225.17
29,287.02
30.4,301.51
29,240.83
28.5,252.8
29.3,274.55
31.1,348.23
30.8,367.44
28.4,243.45
29.3,297.71
28.6,236.8
28.4,264.05
30.8,332.32
31.2,353.91
29.6,289.88
28.8,246.18
28.5,273.6
31.1,346.84
30.5,355.54
30.4,341.74
42.5,893.54
39.9,803
36.8,639.74
40.4,865.4
39.2,681.99
40.6,773.98
37.8,636.61
36.2,604.55
38.8,729.94
42.4,827.69
38.9,747.01
38.7,729.38
40.6,824.68
37,615.86
40.8,774.95
41.8,801.9
41.6,793.29
41.5,857.26
41.9,795.57
40.5,798.59
39.3,746.16
43,746
36.5,578.8
37.3,636.11
37,630.32
39.8,711
38.8,694.03
38.1,623.78
38.2,634.36
38.4,632.47
38.7,633.05
38.9,721.9
36,587.25
39.1,662.97
37.8,638.64
38.4,670.95
38.8,711.41
36.8,667.23
36.9,648.95
37.6,619.52
39.7,727.68
36.1,609.64
38,660.08
37.9,621.6
37.6,604.45
36.2,573.6
33,400.11
32.2,372.15
33.4,448.15
32.9,438.8
33.1,433.66
33,399.46
33.8,466.64
33.8,445.83
35.1,473.75
33.5,381.27
33.8,428.05
35.4,501.37
34,475.26
32.4,424.11
34.2,501.54
31.8,401.08
36.1,542.33
31.5,385.38
34.2,477.88
33.5,432.98
33.7,432.47
33.1,421.47
34.1,447.13
35.3,504.24
32.6,437.24
34.2,436.92
32.7,415.26
32.9,404.06
34.9,520.75
33.9,482.82
33.3,428.4
32.1,363.57
31,352.25
32.4,401.38
32.1,356.15
33.2,418.84
31.9,399.9
33.6,410.58
31.8,340
29.9,301.11
31.1,314.7
30.3,300.71
31.3,348.99
32.5,366.97
32.5,429.07
33.8,418.52
33.1,431.84
32.4,387.1
33.1,402.89
31.1,318.47
29.1,272.26
33.2,272.24
34,448.25
31.7,369.89
31.4,344.98
29.4,291.73
33.6,441.57
34.6,469.29
33.5,475.93
33,385.06
35.6,533.61
36.1,604.23
34.6,519.46
36.1,517.94
36,561.07
36,552.91
36.2,565.58
35.8,560.23
35.4,528.47
36.6,581.15
35.9,582.46
34.8,536.68
36.3,594.81
36.2,630.09
36.5,598.09
36.6,605.85
37,656.33
35.2,515.94
36.7,596.03
37.4,600.05
36.6,653.16
36.1,572.4
38.1,650.46
36.7,588.29
35.1,521.68
35.3,530.32
37.8,606.11
35.2,512.68
35.9,548
35.9,541.6
36.6,553.19
35.6,533.62
33.9,498.71
35.5,530.3
33,392.99
37.5,652.1
36.1,616.99
38.3,723.37
33.2,441.99
34.3,438.74
34.7,511.15
34.3,459.67
35,447.53
35.8,502.54
34.3,511.2
34.4,468.07
35.1,509.74
33,400.8
37.2,640.76
35.3,508
35.5,529.25
35,470.35
34.5,462.41
32.5,407.67
34.9,471.78
35.7,533.11
35.5,486.93
34.5,436.45
33.4,428.4
34.6,495.08
33,410.06
33.3,441.7
34.2,508.09
34.5,498.97
36.2,508.29
34.4,471.93
34.1,475.99
33.2,423.23
36.4,557.99
34.2,391.15
32.8,404.48
34.2,443.54
33.2,417.33
33.9,428.76
35.6,512.14
33.3,423.36
32.9,399.66
31.8,377.08
34.8,449.85
34.3,551.83
33,421.49
33.4,391.59
33.7,412.03
33.9,459.35
33.8,456.34
31.7,362.21
35.9,515.64
34.1,465.87
35,472.51
32.7,413.7
33.7,437.08
34.4,446.86
32.3,371.82
32.2,365.68
32.1,357.71
33,369.35
31.9,374.44
31.7,326.68
33.3,438.95
34.4,432.37
31.4,347.58
32.4,384.27
30.5,293.74
31.4,314.3
32.9,382.96
32.2,384.41
31.4,321.77
33.4,405.87
31.9,342.23
32.9,398.87
31.4,329.08
32.8,406.97
31.3,312.62
31.8,341.05
32.5,378.86
32.7,400.55
31.1,329.9
32.4,337.53
32,335.8
36.6,585.05
36.7,660.77
35.4,583.3
36.7,635.53
35.8,609.86
36.2,621.5
37.2,662.23
38.5,755.49
37.4,591.26
36.1,584.93
35.6,635.01
37,596.97
37,649.35
37.6,720.75
36.8,617.59
36.9,628.19
36,614.13
36.8,599.28
36.9,630.12
35.6,579.1
38.1,635.64
36.3,659.25
36.3,562.85
37,620.9
38.2,644.47
37.9,654.84
34.9,562.85
36.7,622.09
35,505.82
35.3,551.85
34.6,554.32
35.7,553.72
35.2,554.05
36.9,609
34,512.71
36.1,530.35
35.5,556.28
34.9,556.21
36.2,611.02
36.3,549.3
34.8,508.13
35.5,484.1
33.9,491.39
35.9,553.17
34.3,502.2
33.1,462.74
36.2,546.74
33.6,479.63
33.4,480.01
35.3,569.67
36.8,583.35
35.5,579.35
35.4,513.94
35.3,529.97
34.6,506.96
34.5,452.75
35,554.64
36.6,606.19
31.4,343.39
30.3,270.25
30.4,306.67
31.1,327.44
28.8,239.28
31.1,328.99
31.3,343.21
29.2,282.5
29.2,279.68
32,342.62
30,291.21
29.8,287.3
30.2,249.59
31.8,336.02
32.7,380.04
30.2,284.72
29.5,270.09
30.3,310.36
31.8,348.35
31.8,361.79
32,373.69
32.7,373.27
30.4,326.93
32,333.79
30.7,346.28
30.2,318.21
30.6,347.38
31.3,365.95
31.7,328.95
31.4,361.33
27.6,213.99
28.3,233.07
29.9,272.64
27.9,201.43
26.5,187.7
29.7,280.06
27.6,200.42
23.8,126.35
25.1,137.44
30.1,262.21
26.8,202.92
24.3,135.1
23.4,124.88
22.7,108.83
29,261.24
29.8,277.09
26,179.2
27.1,202.97
28.9,264.09
